Depth (m)	Accum (m ice)	Conf.	Age (yr B.P.)

1655.93	0.189	1.5	11323
1655.98	0.160	1.5	11324
1656.05	0.174	2.5	11325
1656.11	0.203	1.5	11326
1656.20	0.232	2.5	11327
1656.25	0.174	2.5	11328
1656.34	0.247	2.5	11329
1656.41	0.203	2.5	11330
1656.46	0.160	2.5	11331
1656.53	0.189	2.5	11332
1656.59	0.189	2.5	11333
1656.66	0.189	2.5	11334
1656.74	0.232	2.5	11335
1656.79	0.145	2.5	11336
1656.85	0.174	2.5	11337
1656.90	0.145	2.5	11338
1656.95	0.131	1.5	11339
1656.99	0.145	2.5	11340
1657.07	0.218	2.5	11341
1657.14	0.218	2.5	11342
1657.21	0.189	2.5	11343
1657.28	0.204	1.5	11344
1657.33	0.160	2.5	11345
1657.40	0.175	2.5	11346
1657.46	0.175	2.5	11347
1657.50	0.160	2.5	11348
1657.58	0.218	2.5	11349
1657.65	0.189	2.5	11350
1657.71	0.175	2.5	11351
1657.75	0.175	2.5	11352
1657.84	0.204	2.5	11353
1657.90	0.175	2.5	11354
1657.99	0.262	2.5	11355
1658.06	0.204	2.5	11356
1658.14	0.247	1.5	11357
1658.20	0.146	2.5	11358
1658.25	0.204	2.5	11359
1658.32	0.160	1.5	11360
1658.39	0.204	2.5	11361
1658.46	0.204	2.5	11362
1658.50	0.160	2.5	11363
1658.58	0.204	2.5	11364
1658.65	0.189	2.5	11365
1658.72	0.218	2.5	11366
1658.78	0.160	2.5	11367
1658.83	0.160	2.5	11368
1658.90	0.189	2.5	11369
1658.98	0.248	2.5	11370
1659.05	0.175	2.5	11371
1659.10	0.175	2.5	11372
1659.16	0.146	2.5	11373
1659.23	0.219	2.5	11374
1659.30	0.189	2.5	11375
1659.35	0.160	2.5	11376
1659.43	0.219	2.5	11377
1659.50	0.233	2.5	11378
1659.57	0.175	2.5	11379
1659.62	0.175	1.5	11380
1659.69	0.175	1.5	11381
1659.75	0.204	1.5	11382
1659.81	0.160	1.5	11383
1659.86	0.146	1.5	11384
1659.91	0.146	1.5	11385
1659.96	0.160	1.5	11386
1660.00	0.117	1.5	11387
1660.05	0.131	2.5	11388
1660.10	0.160	2.5	11389
1660.17	0.190	2.5	11390
1660.22	0.146	2.5	11391
1660.25	0.146	2.5	11392
1660.32	0.146	2.5	11393
1660.37	0.161	2.5	11394
1660.41	0.102	1.5	11395
1660.46	0.161	2.5	11396
1660.53	0.175	2.5	11397
1660.58	0.161	2.5	11398
1660.64	0.190	2.5	11399
1660.71	0.175	2.5	11400
1660.75	0.161	2.5	11401
1660.81	0.131	2.5	11402
1660.85	0.146	2.5	11403
1660.92	0.175	2.5	11404
1660.98	0.190	1.5	11405
1661.03	0.146	2.5	11406
1661.08	0.161	2.5	11407
1661.13	0.146	2.5	11408
1661.19	0.161	2.5	11409
1661.24	0.161	2.5	11410
1661.30	0.161	1.5	11411
1661.33	0.102	2.5	11412
1661.38	0.131	2.5	11413
1661.43	0.131	2.5	11414
1661.48	0.175	2.5	11415
1661.54	0.161	2.5	11416
1661.59	0.161	2.5	11417
1661.67	0.205	2.5	11418
1661.72	0.161	2.5	11419
1661.75	0.132	2.5	11420
1661.83	0.175	1.5	11421
1661.87	0.132	1.5	11422
1661.94	0.205	1.5	11423
1661.99	0.146	1.5	11424
1662.03	0.117	1.5	11425
1662.07	0.117	2.5	11426
1662.11	0.117	1.5	11427
1662.15	0.117	1.5	11428
1662.20	0.132	1.5	11429
1662.25	0.176	1.5	11430
1662.30	0.132	1.5	11431
1662.34	0.132	1.5	11432
1662.40	0.161	1.5	11433
1662.46	0.190	1.5	11434
1662.50	0.161	1.5	11435
1662.58	0.161	1.5	11436
1662.63	0.161	1.5	11437
1662.69	0.176	1.5	11438
1662.75	0.176	1.5	11439
1662.81	0.176	1.5	11440
1662.87	0.176	1.5	11441
1662.91	0.117	2.5	11442
1662.98	0.205	2.5	11443
1663.04	0.176	2.5	11444
1663.09	0.161	2.5	11445
1663.16	0.176	2.5	11446
1663.21	0.176	1.5	11447
1663.25	0.146	2.5	11448
1663.32	0.161	2.5	11449
1663.40	0.220	2.5	11450
1663.46	0.190	2.5	11451
1663.50	0.132	2.5	11452
1663.55	0.117	1.5	11453
1663.59	0.132	1.5	11454
1663.63	0.132	2.5	11455
1663.68	0.117	2.5	11456
1663.72	0.147	2.5	11457
1663.78	0.147	2.5	11458
1663.82	0.117	2.5	11459
1663.85	0.103	2.5	11460
1663.92	0.191	2.5	11461
1663.98	0.205	2.5	11462
1664.03	0.132	1.5	11463
1664.09	0.191	1.5	11464
1664.14	0.132	1.5	11465
1664.19	0.132	1.5	11466
1664.25	0.191	1.5	11467
1664.31	0.161	2.5	11468
1664.36	0.176	2.5	11469
1664.42	0.147	2.5	11470
1664.49	0.220	2.5	11471
1664.56	0.205	2.5	11472
1664.63	0.205	2.5	11473
1664.70	0.191	2.5	11474
1664.75	0.220	2.5	11475
1664.86	0.264	2.5	11476
1664.92	0.161	2.5	11477
1664.98	0.205	2.5	11478
1665.05	0.176	2.5	11479
1665.09	0.132	2.5	11480
1665.13	0.132	2.5	11481
1665.20	0.191	2.5	11482
1665.25	0.176	2.5	11483
1665.33	0.191	2.5	11484
1665.38	0.176	2.5	11485
1665.44	0.147	2.5	11486
1665.50	0.191	2.5	11487
1665.55	0.147	2.5	11488
1665.60	0.147	2.5	11489
1665.66	0.176	2.5	11490
1665.73	0.220	2.5	11491
1665.80	0.176	2.5	11492
1665.84	0.132	2.5	11493
1665.90	0.176	2.5	11494
1665.95	0.147	2.5	11495
1666.00	0.176	2.5	11496
1666.10	0.264	2.5	11497
1666.18	0.235	2.5	11498
1666.24	0.176	2.5	11499
1666.29	0.132	2.5	11500
1666.35	0.191	2.5	11501
1666.41	0.162	2.5	11502
1666.46	0.176	2.5	11503
1666.50	0.162	2.5	11504
1666.57	0.132	1.5	11505
1666.61	0.132	2.5	11506
1666.68	0.191	2.5	11507
1666.74	0.206	2.5	11508
1666.81	0.176	2.5	11509
1666.87	0.191	2.5	11510
1666.94	0.206	2.5	11511
1666.99	0.147	2.5	11512
1667.05	0.162	1.0	11513
1667.09	0.132	1.0	11514
1667.16	0.206	1.0	11515
1667.21	0.147	1.0	11516
1667.25	0.132	1.0	11517
1667.32	0.191	1.0	11518
1667.37	0.162	1.0	11519
1667.44	0.191	1.0	11520
1667.50	0.191	1.0	11521
1667.58	0.236	1.0	11522
1667.66	0.206	1.0	11523
1667.71	0.147	1.0	11524
1667.78	0.206	1.0	11525
1667.85	0.221	1.0	11526
1667.92	0.191	1.0	11527
1667.98	0.206	1.0	11528
1668.08	0.280	2.5	11529
1668.13	0.162	2.5	11530
1668.20	0.192	2.5	11531
1668.30	0.280	2.5	11532
1668.37	0.236	2.5	11533
1668.46	0.236	2.5	11534
1668.53	0.206	2.5	11535
1668.59	0.192	2.5	11536
1668.64	0.162	2.5	11537
1668.71	0.192	2.5	11538
1668.78	0.206	2.5	11539
1668.85	0.206	1.5	11540
1668.90	0.147	1.5	11541
1668.94	0.118	1.5	11542
1669.00	0.177	2.5	11543
1669.07	0.206	2.5	11544
1669.16	0.251	2.5	11545
1669.21	0.162	2.5	11546
1669.25	0.148	2.5	11547
1669.32	0.177	2.5	11548
1669.40	0.236	2.5	11549
1669.46	0.177	2.5	11550
1669.55	0.266	1.5	11551
1669.60	0.162	2.5	11552
1669.66	0.162	1.5	11553
1669.75	0.266	2.5	11554
1669.82	0.192	1.5	11555
1669.86	0.148	1.5	11556
1669.92	0.162	2.5	11557
1669.99	0.207	2.5	11558
1670.06	0.207	2.5	11559
1670.12	0.192	2.5	11560
1670.19	0.192	2.5	11561
1670.25	0.177	2.5	11562
1670.29	0.103	1.0	11563
1670.33	0.133	1.5	11564
1670.42	0.266	1.5	11565
1670.48	0.177	1.5	11566
1670.56	0.236	1.5	11567
1670.61	0.163	1.5	11568
1670.66	0.118	1.0	11569
1670.71	0.148	1.5	11570
1670.78	0.207	1.5	11571
1670.83	0.177	1.5	11572
1670.89	0.163	1.5	11573
1670.95	0.177	1.0	11574
1671.00	0.177	1.5	11575
1671.05	0.118	2.5	11576
1671.10	0.148	2.5	11577
1671.14	0.118	2.5	11578
1671.21	0.207	2.5	11579
1671.25	0.163	2.5	11580
1671.34	0.222	2.5	11581
1671.40	0.163	2.5	11582
1671.45	0.148	2.5	11583
1671.49	0.133	1.0	11584
1671.55	0.163	2.5	11585
1671.60	0.163	2.5	11586
1671.66	0.163	2.5	11587
1671.71	0.148	2.5	11588
1671.75	0.178	2.5	11589
1671.81	0.133	1.5	11590
1671.86	0.148	2.5	11591
1671.92	0.163	2.5	11592
1671.96	0.148	2.5	11593
1672.04	0.222	2.5	11594
1672.10	0.192	2.5	11595
1672.18	0.207	1.5	11596
1672.21	0.104	1.5	11597
1672.25	0.148	2.5	11598
1672.31	0.133	2.5	11599
1672.36	0.178	2.5	11600
1672.43	0.178	2.5	11601
1672.49	0.193	2.5	11602
1672.55	0.178	2.5	11603
1672.60	0.163	2.5	11604
1672.65	0.133	2.5	11605
1672.70	0.148	2.5	11606
1672.79	0.252	2.5	11607
1672.84	0.163	2.5	11608
1672.90	0.163	2.5	11609
1672.96	0.178	2.5	11610
1673.00	0.148	2.5	11611
1673.03	0.059	1.0	11612
1673.06	0.104	1.5	11613
1673.11	0.148	1.0	11614
1673.19	0.237	1.0	11615
1673.24	0.148	1.0	11616
1673.31	0.208	1.5	11617
1673.36	0.163	2.5	11618
1673.41	0.133	1.5	11619
1673.46	0.148	1.5	11620
1673.50	0.148	2.5	11621
1673.58	0.222	2.5	11622
1673.66	0.222	2.5	11623
1673.71	0.148	2.5	11624
1673.75	0.178	2.5	11625
1673.84	0.223	2.5	11626
1673.92	0.223	2.5	11627
1673.99	0.223	2.5	11628
1674.04	0.134	1.5	11629
1674.09	0.163	1.5	11630
1674.14	0.148	1.5	11631
1674.21	0.193	2.5	11632
1674.28	0.193	2.5	11633
1674.34	0.208	2.5	11634
1674.42	0.208	2.5	11635
1674.46	0.134	2.5	11636
1674.50	0.163	1.5	11637
1674.57	0.163	2.5	11638
1674.61	0.134	2.5	11639
1674.67	0.149	2.5	11640
1674.72	0.163	1.5	11641
1674.79	0.208	2.5	11642
1674.84	0.149	2.5	11643
1674.91	0.208	2.5	11644
1674.98	0.223	2.5	11645
1675.04	0.149	1.5	11646
1675.08	0.149	1.5	11647
1675.12	0.104	1.5	11648
1675.17	0.134	1.5	11649
1675.21	0.119	1.5	11650
1675.24	0.104	2.5	11651
1675.31	0.208	2.5	11652
1675.38	0.208	2.5	11653
1675.45	0.208	2.5	11654
1675.50	0.208	2.5	11655
1675.58	0.193	2.5	11656
1675.63	0.149	2.5	11657
1675.71	0.223	2.5	11658
1675.75	0.119	2.5	11659
1675.81	0.178	2.5	11660
1675.86	0.149	2.5	11661
1675.90	0.119	2.5	11662
1675.96	0.283	2.5	11663
1676.00	0.134	2.5	11664
1676.06	0.164	1.0	11665
1676.10	0.134	1.0	11666
1676.16	0.179	1.0	11667
1676.23	0.208	1.5	11668
1676.29	0.164	1.0	11669
1676.33	0.134	1.0	11670
1676.36	0.104	2.5	11671
1676.43	0.179	2.5	11672
1676.49	0.194	1.5	11673
1676.53	0.119	1.0	11674
1676.58	0.149	1.0	11675
1676.67	0.268	1.5	11676
1676.73	0.179	1.5	11677
1676.81	0.238	1.5	11678
1676.86	0.149	2.5	11679
1676.91	0.149	2.5	11680
1676.96	0.134	2.5	11681
1676.99	0.119	2.5	11682
1677.03	0.104	2.5	11683
1677.08	0.134	2.5	11684
1677.11	0.104	2.5	11685
1677.16	0.134	2.5	11686
1677.19	0.104	2.5	11687
1677.24	0.149	2.5	11688
1677.30	0.164	2.5	11689
1677.35	0.164	2.5	11690
1677.42	0.209	2.5	11691
1677.47	0.149	2.5	11692
1677.50	0.134	2.5	11693
1677.58	0.194	2.5	11694
1677.62	0.134	2.5	11695
1677.68	0.149	2.5	11696
1677.71	0.119	2.5	11697
1677.75	0.104	2.5	11698
1677.80	0.149	2.5	11699
1677.83	0.089	2.5	11700
1677.86	0.089	2.5	11701
1677.88	0.075	2.5	11702
1677.92	0.104	2.5	11703
1677.95	0.089	2.5	11704
1677.97	0.060	2.5	11705
1677.99	0.060	2.5	11706
1678.00	0.060	2.5	11707
1678.03	0.075	2.5	11708
1678.05	0.045	2.5	11709
1678.07	0.060	2.5	11710
1678.08	0.060	2.5	11711
1678.12	0.119	2.5	11712
1678.14	0.060	2.5	11713
1678.17	0.060	2.5	11714
1678.20	0.104	2.5	11715
1678.22	0.060	2.5	11716
1678.24	0.075	2.5	11717
1678.30	0.164	2.5	11718
1678.36	0.194	3.0	11719
1678.41	0.134	3.0	11720
1678.44	0.090	3.0	11721
1678.46	0.075	3.0	11722
1678.52	0.179	2.5	11723
1678.55	0.075	2.5	11724
1678.58	0.090	3.0	11725
1678.61	0.090	2.5	11726
1678.63	0.075	2.5	11727
1678.66	0.075	2.5	11728
1678.69	0.090	2.5	11729
1678.71	0.075	2.5	11730
1678.74	0.075	2.5	11731
1678.75	0.090	2.5	11732
1678.79	0.075	2.5	11733
1678.83	0.119	2.5	11734
1678.86	0.090	2.5	11735
1678.89	0.075	2.5	11736
1678.92	0.090	2.5	11737
1678.95	0.090	2.5	11738
1678.97	0.075	3.0	11739
1679.00	0.105	2.5	11740
1679.03	0.060	2.5	11741
1679.05	0.060	2.5	11742
1679.09	0.119	3.0	11743
1679.12	0.090	2.5	11744
1679.14	0.060	2.5	11745
1679.16	0.060	2.5	11746
1679.18	0.060	3.0	11747
1679.21	0.105	2.5	11748
1679.24	0.090	2.5	11749
1679.25	0.075	2.5	11750
1679.30	0.090	2.5	11751
1679.34	0.134	2.5	11752
1679.38	0.120	2.5	11753
1679.41	0.090	2.5	11754
1679.46	0.134	2.5	11755
1679.50	0.120	2.5	11756
1679.54	0.134	2.5	11757
1679.57	0.075	3.0	11758
1679.59	0.075	3.0	11759
1679.62	0.075	2.5	11760
1679.65	0.105	2.5	11761
1679.69	0.105	2.5	11762
1679.73	0.120	2.5	11763
1679.75	0.120	2.5	11764
1679.80	0.090	2.5	11765
1679.83	0.090	2.5	11766
1679.85	0.075	2.5	11767
1679.88	0.090	2.5	11768
1679.91	0.090	3.0	11769
1679.95	0.105	2.5	11770
1679.98	0.105	2.5	11771
1680.00	0.075	2.5	11772
1680.02	0.045	2.5	11773
1680.05	0.075	2.5	11774
1680.08	0.090	2.5	11775
1680.12	0.120	2.5	11776
1680.15	0.090	2.5	11777
1680.17	0.075	2.5	11778
1680.19	0.060	2.5	11779
1680.22	0.090	2.5	11780
1680.25	0.105	2.5	11781
1680.29	0.090	2.5	11782
1680.31	0.075	2.5	11783
1680.34	0.075	2.5	11784
1680.37	0.090	2.5	11785
1680.39	0.075	2.5	11786
1680.43	0.120	2.5	11787
1680.46	0.090	2.5	11788
1680.50	0.120	2.5	11789
1680.54	0.105	3.0	11790
1680.56	0.075	3.0	11791
1680.59	0.090	2.5	11792
1680.63	0.105	3.0	11793
1680.65	0.060	2.5	11794
1680.68	0.090	2.5	11795
1680.71	0.105	2.5	11796
1680.74	0.075	3.0	11797
1680.75	0.060	1.5	11798
1680.78	0.060	3.0	11799
1680.82	0.120	2.5	11800
1680.85	0.090	2.5	11801
1680.87	0.060	3.0	11802
1680.89	0.075	3.0	11803
1680.92	0.075	2.5	11804
1680.95	0.105	3.0	11805
1680.98	0.090	3.0	11806
1681.00	0.090	2.5	11807
1681.04	0.090	2.5	11808
1681.07	0.090	2.5	11809
1681.10	0.075	2.5	11810
1681.12	0.075	2.5	11811
1681.16	0.105	2.5	11812
1681.18	0.060	2.5	11813
1681.20	0.075	2.5	11814
1681.24	0.120	2.5	11815
1681.28	0.120	3.0	11816
1681.32	0.105	2.5	11817
1681.34	0.075	3.0	11818
1681.37	0.090	3.0	11819
1681.41	0.105	2.5	11820
1681.44	0.090	3.0	11821
1681.46	0.075	2.5	11822
1681.49	0.090	3.0	11823
1681.55	0.165	2.5	11824
1681.58	0.090	2.5	11825
1681.60	0.075	2.5	11826
1681.63	0.075	2.5	11827
1681.66	0.090	2.5	11828
1681.69	0.090	2.5	11829
1681.72	0.090	2.5	11830
1681.74	0.075	2.5	11831
1681.75	0.075	2.5	11832
1681.79	0.060	2.5	11833
1681.82	0.090	2.5	11834
1681.86	0.120	3.0	11835
1681.89	0.090	2.5	11836
1681.92	0.090	2.5	11837
1681.94	0.075	2.5	11838
1681.98	0.105	2.5	11839
1682.00	0.090	2.5	11840
1682.04	0.090	3.0	11841
1682.07	0.090	2.5	11842
1682.10	0.105	2.5	11843
1682.13	0.075	2.5	11844
1682.16	0.105	3.0	11845
1682.19	0.090	3.0	11846
1682.23	0.105	2.5	11847
1682.25	0.090	3.0	11848
1682.29	0.090	2.5	11849
1682.32	0.090	2.5	11850
1682.35	0.105	3.0	11851
1682.38	0.090	2.5	11852
1682.42	0.105	3.0	11853
1682.45	0.090	2.5	11854
1682.47	0.075	2.5	11855
1682.50	0.105	2.5	11856
1682.54	0.090	3.0	11857
1682.56	0.075	2.5	11858
1682.59	0.090	2.5	11859
1682.62	0.075	2.5	11860
1682.64	0.060	2.5	11861
1682.67	0.090	2.5	11862
1682.69	0.075	2.5	11863
1682.72	0.090	2.5	11864
1682.75	0.090	2.5	11865
1682.77	0.060	2.5	11866
1682.80	0.090	2.5	11867
1682.83	0.075	2.5	11868
1682.86	0.090	2.5	11869
1682.89	0.105	2.5	11870
1682.93	0.105	2.5	11871
1682.96	0.090	2.5	11872
1682.98	0.075	2.5	11873
1683.00	0.075	2.5	11874
1683.06	0.165	2.5	11875
1683.10	0.105	2.5	11876
1683.14	0.120	2.5	11877
1683.18	0.120	2.5	11878
1683.21	0.090	2.5	11879
1683.24	0.090	2.5	11880
1683.25	0.090	2.5	11881
1683.30	0.090	2.5	11882
1683.32	0.060	2.5	11883
1683.34	0.075	2.5	11884
1683.37	0.075	2.5	11885
1683.40	0.090	2.5	11886
1683.43	0.090	2.5	11887
1683.46	0.090	2.5	11888
1683.49	0.090	2.5	11889
1683.50	0.090	2.5	11890
1683.55	0.090	2.5	11891
1683.57	0.075	2.5	11892
1683.59	0.060	2.5	11893
1683.62	0.075	2.5	11894
1683.67	0.150	2.5	11895
1683.70	0.090	2.5	11896
1683.73	0.090	2.5	11897
1683.75	0.105	2.5	11898
1683.80	0.120	2.5	11899
1683.83	0.075	2.5	11900
1683.86	0.090	2.5	11901
1683.89	0.105	2.5	11902
1683.92	0.090	2.5	11903
1683.95	0.075	2.5	11904
1683.97	0.060	2.5	11905
1683.99	0.060	2.5	11906
1684.00	0.090	2.5	11907
1684.05	0.105	2.5	11908
1684.08	0.075	2.5	11909
